sample_id,sample_name,seqnames,start,end,width,strand,score,gene_name,gene_id,query
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,20300,globin,globin,133
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,20600,globin,globin,134
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,20800,globin,globin,135
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,21500,globin,globin,136
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,22100,globin,globin,137
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,23000,globin,globin,138
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,23100,globin,globin,139
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,23400,globin,globin,140
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,23800,globin,globin,141
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,24000,globin,globin,142
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,24300,globin,globin,143
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,24900,globin,globin,144
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25200,globin,globin,145
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25500,globin,globin,146
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25600,globin,globin,147
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25600,globin,globin,148
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25900,globin,globin,149
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,26200,globin,globin,150
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,26500,globin,globin,151
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,26400,globin,globin,152
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25400,globin,globin,153
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25400,globin,globin,154
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,24800,globin,globin,155
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,26000,globin,globin,156
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,26200,globin,globin,157
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,25000,globin,globin,158
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,24800,globin,globin,159
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,23100,globin,globin,160
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,22600,globin,globin,161
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,22400,globin,globin,162
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,21000,globin,globin,163
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,20500,globin,globin,164
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,20500,globin,globin,165
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,19500,globin,globin,166
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,19700,globin,globin,167
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,18200,globin,globin,168
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,18000,globin,globin,169
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,17800,globin,globin,170
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,17900,globin,globin,171
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,18400,globin,globin,172
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,19000,globin,globin,173
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22300,22300,1,*,19400,globin,globin,174
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18900,globin,globin,175
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18900,globin,globin,176
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18800,globin,globin,177
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19400,globin,globin,178
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19500,globin,globin,179
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,20300,globin,globin,180
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19300,globin,globin,181
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19400,globin,globin,182
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19300,globin,globin,183
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,184
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,185
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19400,globin,globin,186
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,187
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19300,globin,globin,188
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19300,globin,globin,189
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19400,globin,globin,190
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,191
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19700,globin,globin,192
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19800,globin,globin,193
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19600,globin,globin,194
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,20500,globin,globin,195
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19900,globin,globin,196
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19400,globin,globin,197
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19000,globin,globin,198
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19100,globin,globin,199
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,200
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19000,globin,globin,201
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,202
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19100,globin,globin,203
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18900,globin,globin,204
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18700,globin,globin,205
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18500,globin,globin,206
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,18600,globin,globin,207
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,208
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19100,globin,globin,209
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19900,globin,globin,210
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,20200,globin,globin,211
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21300,globin,globin,212
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21900,globin,globin,213
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,22000,globin,globin,214
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,22100,globin,globin,215
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21000,globin,globin,216
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19900,globin,globin,217
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19700,globin,globin,218
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19200,globin,globin,219
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19100,globin,globin,220
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19500,globin,globin,221
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,19900,globin,globin,222
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,20500,globin,globin,223
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21300,globin,globin,224
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21700,globin,globin,225
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21700,globin,globin,226
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21700,globin,globin,227
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,21900,globin,globin,228
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,23700,globin,globin,229
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,23700,globin,globin,230
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,23900,globin,globin,231
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,24300,globin,globin,232
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,23900,globin,globin,233
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,24400,globin,globin,234
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,25100,globin,globin,235
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,25800,globin,globin,236
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,26800,globin,globin,237
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27100,globin,globin,238
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27200,globin,globin,239
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27800,globin,globin,240
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27800,globin,globin,241
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27700,globin,globin,242
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27900,globin,globin,243
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28200,globin,globin,244
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28600,globin,globin,245
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28500,globin,globin,246
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28800,globin,globin,247
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28800,globin,globin,248
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28800,globin,globin,249
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,29000,globin,globin,250
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,29100,globin,globin,251
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28700,globin,globin,252
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28500,globin,globin,253
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28700,globin,globin,254
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27700,globin,globin,255
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28100,globin,globin,256
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28300,globin,globin,257
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28200,globin,globin,258
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28100,globin,globin,259
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27900,globin,globin,260
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28100,globin,globin,261
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28300,globin,globin,262
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28700,globin,globin,263
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28600,globin,globin,264
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28500,globin,globin,265
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28400,globin,globin,266
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,30100,globin,globin,267
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,29800,globin,globin,268
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,29700,globin,globin,269
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,29300,globin,globin,270
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,28900,globin,globin,271
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27400,globin,globin,272
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27300,globin,globin,273
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,27000,globin,globin,274
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22400,22400,1,*,26900,globin,globin,275
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26500,globin,globin,276
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26700,globin,globin,277
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26800,globin,globin,278
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26900,globin,globin,279
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,27100,globin,globin,280
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26800,globin,globin,281
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26500,globin,globin,282
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,26200,globin,globin,283
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,25700,globin,globin,284
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,25200,globin,globin,285
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,25300,globin,globin,286
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,25200,globin,globin,287
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,24700,globin,globin,288
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,22700,globin,globin,289
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,23000,globin,globin,290
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,23100,globin,globin,291
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,22400,globin,globin,292
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,22100,globin,globin,293
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,21600,globin,globin,294
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,20800,globin,globin,295
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,19900,globin,globin,296
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,18800,globin,globin,297
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,17900,globin,globin,298
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,17700,globin,globin,299
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,1870,globin,globin,300
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,874,globin,globin,301
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,874,globin,globin,301
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,874,globin,globin,301
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,130,globin,globin,302
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,105,globin,globin,303
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,105,globin,globin,303
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,105,globin,globin,303
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,108,globin,globin,304
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,108,globin,globin,304
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,108,globin,globin,304
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,109,globin,globin,305
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,108,globin,globin,306
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,106,globin,globin,307
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,104,globin,globin,308
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,104,globin,globin,308
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,103,globin,globin,309
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,103,globin,globin,309
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,102,globin,globin,310
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,97,globin,globin,311
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,89,globin,globin,312
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,87,globin,globin,313
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,87,globin,globin,313
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,99,globin,globin,314
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,101,globin,globin,315
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,4,*,100,globin,globin,316
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,4,*,100,globin,globin,316
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,4,*,100,globin,globin,316
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,4,*,100,globin,globin,316
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,113,globin,globin,317
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,113,globin,globin,317
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,112,globin,globin,318
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,112,globin,globin,318
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,111,globin,globin,319
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,102,globin,globin,320
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,102,globin,globin,320
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,98,globin,globin,321
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,98,globin,globin,321
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,102,globin,globin,322
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,109,globin,globin,323
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,109,globin,globin,323
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,112,globin,globin,324
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,112,globin,globin,324
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,111,globin,globin,325
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,110,globin,globin,326
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,110,globin,globin,326
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,107,globin,globin,327
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,2,*,107,globin,globin,327
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,108,globin,globin,328
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,98,globin,globin,329
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,87,globin,globin,330
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,80,globin,globin,331
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,80,globin,globin,331
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,80,globin,globin,331
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,86,globin,globin,332
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,86,globin,globin,332
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,86,globin,globin,332
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,85,globin,globin,333
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,80,globin,globin,334
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,75,globin,globin,335
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,75,globin,globin,335
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,3,*,75,globin,globin,335
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,84,globin,globin,336
226p12,FLUC,pHPHS232_pHPHS800_pAS321,22500,22500,1,*,107,globin,globin,337
